policy,candle,fee_bps
VolatilityHook,1045,6.12
VolatilityHook,1047,6.09
VolatilityHook,1051,6.04
VolatilityHook,1052,6.1
VolatilityHook,1053,6.13
VolatilityHook,1058,6.12
VolatilityHook,1060,6.16
VolatilityHook,1064,6.12
VolatilityHook,1067,6.1
VolatilityHook,1070,6.07
VolatilityHook,1071,6.03
VolatilityHook,1073,6.02
VolatilityHook,1075,6.03
VolatilityHook,1076,6.01
VolatilityHook,1079,5.99
VolatilityHook,1080,5.96
VolatilityHook,1081,6.11
VolatilityHook,1082,6.17
VolatilityHook,1084,6.22
VolatilityHook,1086,6.18
VolatilityHook,1087,6.14
VolatilityHook,1090,6.09
VolatilityHook,1091,6.05
VolatilityHook,1093,6.02
VolatilityHook,1097,5.98
VolatilityHook,1103,6.01
VolatilityHook,1105,5.99
VolatilityHook,1106,6.0
VolatilityHook,1107,6.0
VolatilityHook,1109,5.99
VolatilityHook,1110,5.96
VolatilityHook,1111,5.95
VolatilityHook,1112,5.92
VolatilityHook,1113,5.9
VolatilityHook,1114,5.87
VolatilityHook,1123,5.84
VolatilityHook,1124,5.84
VolatilityHook,1125,5.81
VolatilityHook,1127,5.78
VolatilityHook,1128,5.95
VolatilityHook,1129,5.97
VolatilityHook,1131,5.96
VolatilityHook,1132,5.93
VolatilityHook,1133,5.89
VolatilityHook,1135,5.86
VolatilityHook,1138,5.83
VolatilityHook,1143,5.8
VolatilityHook,1145,5.8
VolatilityHook,1156,5.8
VolatilityHook,1163,5.78
VolatilityHook,1165,5.76
VolatilityHook,1174,5.85
VolatilityHook,1176,5.84
VolatilityHook,1182,5.86
VolatilityHook,1183,6.2
VolatilityHook,1185,6.25
VolatilityHook,1187,6.21
VolatilityHook,1191,6.23
VolatilityHook,1193,6.21
VolatilityHook,1195,6.19
VolatilityHook,1200,6.17
VolatilityHook,1203,6.17
VolatilityHook,1204,6.14
VolatilityHook,1207,6.09
VolatilityHook,1211,6.09
VolatilityHook,1213,6.14
VolatilityHook,1215,6.11
VolatilityHook,1221,6.12
VolatilityHook,1222,6.15
VolatilityHook,1223,6.12
VolatilityHook,1225,6.1
VolatilityHook,1227,6.06
VolatilityHook,1231,6.04
VolatilityHook,1233,6.05
VolatilityHook,1237,6.02
VolatilityHook,1238,6.02
VolatilityHook,1242,5.98
VolatilityHook,1245,5.94
VolatilityHook,1246,5.91
VolatilityHook,1250,5.88
VolatilityHook,1258,5.88
VolatilityHook,1260,5.9
VolatilityHook,1261,5.91
VolatilityHook,1272,5.96
VolatilityHook,1275,5.92
VolatilityHook,1278,5.88
VolatilityHook,1282,5.91
VolatilityHook,1286,5.88
VolatilityHook,1288,5.87
VolatilityHook,1290,5.84
VolatilityHook,1292,5.83
VolatilityHook,1293,5.83
VolatilityHook,1300,5.81
VolatilityHook,1307,5.78
VolatilityHook,1309,5.76
VolatilityHook,1312,5.74
VolatilityHook,1314,5.79
VolatilityHook,1319,5.84
VolatilityHook,1321,5.84
VolatilityHook,1323,5.83
VolatilityHook,1325,5.81
VolatilityHook,1327,5.81
VolatilityHook,1328,5.85
VolatilityHook,1333,5.82
VolatilityHook,1334,5.83
VolatilityHook,1338,5.81
VolatilityHook,1341,5.78
VolatilityHook,1347,5.8
VolatilityHook,1352,5.8
VolatilityHook,1356,5.77
VolatilityHook,1357,5.79
VolatilityHook,1359,5.8
VolatilityHook,1366,5.78
VolatilityHook,1367,5.82
VolatilityHook,1368,5.87
VolatilityHook,1371,5.88
VolatilityHook,1373,5.86
VolatilityHook,1380,5.84
VolatilityHook,1381,5.82
VolatilityHook,1384,5.91
VolatilityHook,1385,5.9
VolatilityHook,1390,5.87
VolatilityHook,1391,5.84
VolatilityHook,1392,5.82
VolatilityHook,1394,5.8
VolatilityHook,1395,5.8
VolatilityHook,1402,5.77
VolatilityHook,1405,5.82
VolatilityHook,1406,5.81
VolatilityHook,1413,5.78
VolatilityHook,1419,5.78
VolatilityHook,1421,5.77
VolatilityHook,1422,5.82
VolatilityHook,1426,5.79
VolatilityHook,1427,5.78
VolatilityHook,1432,5.76
VolatilityHook,1433,5.79
VolatilityHook,1437,5.79
MEVChargeHook,69,310.0
MEVChargeHook,70,358.0
MEVChargeHook,71,389.0
MEVChargeHook,72,355.0
MEVChargeHook,73,351.0
MEVChargeHook,74,343.0
MEVChargeHook,75,398.0
MEVChargeHook,76,308.0
MEVChargeHook,77,306.0
MEVChargeHook,78,311.0
MEVChargeHook,87,336.0
MEVChargeHook,88,354.0
MEVChargeHook,89,431.0
MEVChargeHook,90,450.0
MEVChargeHook,91,431.0
MEVChargeHook,92,395.0
MEVChargeHook,93,397.0
MEVChargeHook,94,1000.0
MEVChargeHook,95,467.0
MEVChargeHook,96,437.0
MEVChargeHook,97,389.0
MEVChargeHook,98,359.0
MEVChargeHook,99,344.0
MEVChargeHook,100,352.0
MEVChargeHook,101,320.0
MEVChargeHook,102,330.0
MEVChargeHook,103,322.0
MEVChargeHook,104,335.0
MEVChargeHook,106,317.0
MEVChargeHook,107,311.0
MEVChargeHook,110,306.0
MEVChargeHook,113,317.0
MEVChargeHook,115,337.0
MEVChargeHook,116,364.0
MEVChargeHook,117,386.0
MEVChargeHook,118,399.0
MEVChargeHook,119,386.0
MEVChargeHook,120,427.0
MEVChargeHook,121,431.0
MEVChargeHook,122,423.0
MEVChargeHook,123,472.0
MEVChargeHook,124,431.0
MEVChargeHook,125,425.0
MEVChargeHook,126,358.0
MEVChargeHook,127,358.0
MEVChargeHook,128,354.0
MEVChargeHook,129,332.0
MEVChargeHook,130,315.0
MEVChargeHook,131,327.0
MEVChargeHook,132,340.0
MEVChargeHook,133,322.0
MEVChargeHook,134,316.0
MEVChargeHook,135,318.0
MEVChargeHook,136,322.0
MEVChargeHook,137,339.0
MEVChargeHook,138,322.0
MEVChargeHook,140,314.0
MEVChargeHook,141,343.0
MEVChargeHook,142,354.0
MEVChargeHook,143,329.0
MEVChargeHook,144,403.0
MEVChargeHook,145,411.0
MEVChargeHook,146,420.0
MEVChargeHook,147,418.0
MEVChargeHook,148,424.0
MEVChargeHook,149,443.0
MEVChargeHook,150,351.0
MEVChargeHook,151,359.0
MEVChargeHook,152,349.0
MEVChargeHook,153,319.0
MEVChargeHook,155,312.0
MEVChargeHook,156,319.0
MEVChargeHook,157,310.0
MEVChargeHook,159,309.0
MEVChargeHook,160,328.0
MEVChargeHook,161,326.0
MEVChargeHook,162,341.0
MEVChargeHook,165,316.0
MEVChargeHook,166,340.0
MEVChargeHook,167,420.0
MEVChargeHook,168,448.0
MEVChargeHook,169,461.0
MEVChargeHook,170,1000.0
MEVChargeHook,171,1000.0
MEVChargeHook,175,1000.0
MEVChargeHook,176,447.0
MEVChargeHook,177,484.0
MEVChargeHook,178,467.0
MEVChargeHook,179,482.0
MEVChargeHook,180,387.0
MEVChargeHook,181,372.0
MEVChargeHook,182,384.0
MEVChargeHook,183,384.0
MEVChargeHook,184,356.0
MEVChargeHook,185,407.0
MEVChargeHook,186,383.0
MEVChargeHook,187,375.0
MEVChargeHook,188,394.0
MEVChargeHook,189,385.0
MEVChargeHook,190,381.0
MEVChargeHook,191,332.0
MEVChargeHook,192,330.0
MEVChargeHook,193,328.0
MEVChargeHook,194,360.0
MEVChargeHook,325,30.0
MEVChargeHook,489,30.0
MEVChargeHook,490,30.0
MEVChargeHook,493,30.0
MEVChargeHook,494,30.0
MEVChargeHook,496,30.0
MEVChargeHook,497,30.0
MEVChargeHook,513,30.0
MEVChargeHook,514,30.0
MEVChargeHook,663,301.0
MEVChargeHook,670,294.0
MEVChargeHook,676,318.0
MEVChargeHook,692,313.0
MEVChargeHook,694,310.0
MEVChargeHook,695,332.0
MEVChargeHook,696,330.0
MEVChargeHook,697,333.0
MEVChargeHook,698,323.0
MEVChargeHook,699,303.0
MEVChargeHook,700,311.0
MEVChargeHook,701,310.0
MEVChargeHook,702,304.0
MEVChargeHook,703,305.0
MEVChargeHook,705,316.0
MEVChargeHook,706,303.0
MEVChargeHook,708,300.0
MEVChargeHook,712,310.0
MEVChargeHook,713,297.0
MEVChargeHook,714,311.0
MEVChargeHook,715,309.0
MEVChargeHook,716,327.0
MEVChargeHook,717,330.0
MEVChargeHook,718,305.0
MEVChargeHook,728,301.0
MEVChargeHook,729,332.0
MEVChargeHook,730,318.0
MEVChargeHook,731,318.0
MEVChargeHook,732,319.0
MEVChargeHook,733,320.0
MEVChargeHook,734,302.0
MEVChargeHook,735,324.0
MEVChargeHook,736,322.0
MEVChargeHook,737,326.0
MEVChargeHook,738,331.0
MEVChargeHook,739,325.0
MEVChargeHook,740,342.0
MEVChargeHook,741,352.0
MEVChargeHook,742,367.0
MEVChargeHook,743,419.0
MEVChargeHook,744,427.0
MEVChargeHook,745,423.0
MEVChargeHook,746,412.0
MEVChargeHook,747,424.0
MEVChargeHook,748,414.0
MEVChargeHook,749,384.0
MEVChargeHook,750,411.0
MEVChargeHook,751,446.0
MEVChargeHook,752,421.0
MEVChargeHook,753,439.0
MEVChargeHook,754,1000.0
MEVChargeHook,755,1000.0
MEVChargeHook,756,1000.0
MEVChargeHook,758,1000.0
MEVChargeHook,759,1000.0
MEVChargeHook,760,480.0
MEVChargeHook,761,464.0
MEVChargeHook,762,453.0
MEVChargeHook,763,475.0
MEVChargeHook,764,463.0
MEVChargeHook,765,474.0
MEVChargeHook,766,479.0
MEVChargeHook,767,402.0
MEVChargeHook,768,404.0
MEVChargeHook,769,408.0
MEVChargeHook,770,345.0
MEVChargeHook,771,335.0
MEVChargeHook,772,319.0
MEVChargeHook,773,319.0
MEVChargeHook,774,335.0
MEVChargeHook,775,323.0
MEVChargeHook,776,334.0
MEVChargeHook,777,384.0
MEVChargeHook,778,381.0
MEVChargeHook,779,376.0
MEVChargeHook,780,332.0
MEVChargeHook,782,316.0
MEVChargeHook,784,318.0
MEVChargeHook,787,327.0
MEVChargeHook,788,388.0
MEVChargeHook,789,345.0
MEVChargeHook,790,363.0
MEVChargeHook,791,316.0
MEVChargeHook,792,334.0
MEVChargeHook,793,325.0
MEVChargeHook,802,321.0
MEVChargeHook,803,375.0
MEVChargeHook,804,329.0
MEVChargeHook,805,332.0
MEVChargeHook,806,332.0
MEVChargeHook,807,367.0
MEVChargeHook,808,360.0
MEVChargeHook,809,342.0
MEVChargeHook,810,322.0
MEVChargeHook,811,364.0
MEVChargeHook,814,320.0
MEVChargeHook,815,326.0
MEVChargeHook,816,326.0
MEVChargeHook,817,365.0
MEVChargeHook,818,366.0
MEVChargeHook,819,335.0
MEVChargeHook,820,367.0
MEVChargeHook,821,375.0
MEVChargeHook,822,399.0
MEVChargeHook,823,409.0
MEVChargeHook,824,413.0
MEVChargeHook,825,378.0
MEVChargeHook,826,326.0
MEVChargeHook,827,363.0
MEVChargeHook,828,331.0
MEVChargeHook,829,329.0
MEVChargeHook,830,362.0
MEVChargeHook,831,321.0
MEVChargeHook,832,316.0
MEVChargeHook,833,313.0
MEVChargeHook,885,312.0
MEVChargeHook,895,314.0
MEVChargeHook,896,312.0
MEVChargeHook,897,311.0
MEVChargeHook,898,334.0
MEVChargeHook,899,336.0
MEVChargeHook,903,320.0
MEVChargeHook,904,314.0
MEVChargeHook,906,313.0
MEVChargeHook,907,332.0
MEVChargeHook,908,314.0
MEVChargeHook,909,314.0
MEVChargeHook,944,318.0
MEVChargeHook,945,312.0
MEVChargeHook,948,320.0
MEVChargeHook,949,330.0
MEVChargeHook,950,328.0
MEVChargeHook,951,326.0
MEVChargeHook,952,330.0
MEVChargeHook,953,321.0
MEVChargeHook,957,321.0
MEVChargeHook,958,318.0
MEVChargeHook,1093,318.0
MEVChargeHook,1094,314.0
MEVChargeHook,1095,319.0
MEVChargeHook,1096,325.0
MEVChargeHook,1097,369.0
MEVChargeHook,1098,363.0
MEVChargeHook,1099,364.0
MEVChargeHook,1100,359.0
MEVChargeHook,1101,366.0
MEVChargeHook,1102,366.0
MEVChargeHook,1103,387.0
MEVChargeHook,1104,371.0
MEVChargeHook,1105,418.0
MEVChargeHook,1106,446.0
MEVChargeHook,1107,473.0
MEVChargeHook,1108,472.0
MEVChargeHook,1109,454.0
MEVChargeHook,1110,475.0
MEVChargeHook,1111,1000.0
MEVChargeHook,1112,1000.0
MEVChargeHook,1113,1000.0
MEVChargeHook,1114,1000.0
MEVChargeHook,1115,484.0
MEVChargeHook,1116,484.0
MEVChargeHook,1117,486.0
MEVChargeHook,1118,476.0
MEVChargeHook,1121,479.0
MEVChargeHook,1122,479.0
MEVChargeHook,1123,460.0
MEVChargeHook,1124,447.0
MEVChargeHook,1125,434.0
MEVChargeHook,1126,437.0
MEVChargeHook,1128,1000.0
MEVChargeHook,1129,463.0
MEVChargeHook,1130,461.0
MEVChargeHook,1131,444.0
MEVChargeHook,1132,432.0
MEVChargeHook,1133,420.0
MEVChargeHook,1134,425.0
MEVChargeHook,1135,404.0
MEVChargeHook,1136,404.0
MEVChargeHook,1137,396.0
MEVChargeHook,1138,392.0
MEVChargeHook,1139,399.0
MEVChargeHook,1140,407.0
MEVChargeHook,1141,399.0
MEVChargeHook,1142,409.0
MEVChargeHook,1143,415.0
MEVChargeHook,1144,424.0
MEVChargeHook,1145,393.0
MEVChargeHook,1146,391.0
MEVChargeHook,1147,394.0
MEVChargeHook,1148,406.0
MEVChargeHook,1149,405.0
MEVChargeHook,1150,395.0
MEVChargeHook,1151,394.0
MEVChargeHook,1152,388.0
MEVChargeHook,1153,380.0
MEVChargeHook,1154,394.0
MEVChargeHook,1155,390.0
MEVChargeHook,1156,376.0
MEVChargeHook,1157,380.0
MEVChargeHook,1158,376.0
MEVChargeHook,1159,371.0
MEVChargeHook,1160,380.0
MEVChargeHook,1161,383.0
MEVChargeHook,1162,378.0
MEVChargeHook,1163,356.0
MEVChargeHook,1164,350.0
MEVChargeHook,1174,321.0
MEVChargeHook,1278,347.0
MEVChargeHook,1279,352.0
MEVChargeHook,1280,347.0
MEVChargeHook,1283,323.0
MEVChargeHook,1284,340.0
MEVChargeHook,1285,340.0
MEVChargeHook,1286,348.0
MEVChargeHook,1289,340.0
MEVChargeHook,1290,350.0
MEVChargeHook,1291,353.0
MEVChargeHook,1327,345.0
MEVChargeHook,1328,359.0
MEVChargeHook,1329,360.0
MEVChargeHook,1330,347.0
MEVChargeHook,1331,347.0
MEVChargeHook,1332,365.0
MEVChargeHook,1333,383.0
MEVChargeHook,1334,402.0
MEVChargeHook,1335,397.0
MEVChargeHook,1336,403.0
MEVChargeHook,1337,404.0
MEVChargeHook,1338,414.0
MEVChargeHook,1339,424.0
MEVChargeHook,1340,421.0
MEVChargeHook,1341,441.0
MEVChargeHook,1342,440.0
MEVChargeHook,1343,437.0
MEVChargeHook,1344,447.0
MEVChargeHook,1345,447.0
MEVChargeHook,1346,428.0
MEVChargeHook,1347,417.0
MEVChargeHook,1348,411.0
MEVChargeHook,1349,412.0
MEVChargeHook,1350,408.0
MEVChargeHook,1351,406.0
MEVChargeHook,1352,403.0
MEVChargeHook,1353,411.0
MEVChargeHook,1354,409.0
MEVChargeHook,1355,409.0
MEVChargeHook,1356,429.0
MEVChargeHook,1357,403.0
MEVChargeHook,1358,398.0
MEVChargeHook,1359,389.0
MEVChargeHook,1360,395.0
MEVChargeHook,1361,393.0
MEVChargeHook,1362,397.0
MEVChargeHook,1363,388.0
MEVChargeHook,1364,404.0
MEVChargeHook,1365,395.0
MEVChargeHook,1366,421.0
MEVChargeHook,1367,387.0
MEVChargeHook,1368,359.0
MEVChargeHook,1369,350.0
MEVChargeHook,1370,355.0
MEVChargeHook,1371,377.0
MEVChargeHook,1372,370.0
MEVChargeHook,1373,359.0
MEVChargeHook,1374,350.0
MEVChargeHook,1375,360.0
MEVChargeHook,1376,351.0
MEVChargeHook,1377,361.0
MEVChargeHook,1378,359.0
MEVChargeHook,1379,347.0
MEVChargeHook,1380,340.0
MEVChargeHook,1381,383.0
MEVChargeHook,1382,385.0
MEVChargeHook,1383,378.0
MEVChargeHook,1384,359.0
MEVChargeHook,1385,343.0
MEVChargeHook,1386,350.0
MEVChargeHook,1387,355.0
MEVChargeHook,1388,356.0
MEVChargeHook,1389,360.0
MEVChargeHook,1422,342.0
MEVChargeHook,1427,341.0
MEVChargeHook,1428,345.0
MEVChargeHook,1429,347.0
MEVChargeHook,1430,344.0
MEVChargeHook,1431,351.0
MEVChargeHook,1432,368.0
MEVChargeHook,1433,390.0
MEVChargeHook,1434,381.0
MEVChargeHook,1435,391.0
MEVChargeHook,1436,386.0
MEVChargeHook,1437,370.0
MEVChargeHook,1438,367.0
MEVChargeHook,1439,381.0
